student,week,question_id,session_id,created_at,trigger_source,trigger_surface,question_type,error_source,error_code,error_severity,max_level_reached,cache_hit,helpful_rating,self_reported_outcome,post_confidence,help_latency_ms,edits_before_ask,recurring_error_count,recurring_concept_count,ms_since_previous_same_error,selection_line_count,selection_char_count,latency_ms,prompt_tokens,completion_tokens
S20,4,beed6542-35de-496c-8fa1-8dfb1d245139,1aa538f4-b2b1-4498-b9b1-8c13ef80f664,2030-03-26T07:45:34.237Z,diagnostic,diagnostic_gutter_hover,what_does_this_mean,Pylance,,error,3,0,,solved,,32601,6,0,0,,,,4593,1734,568
S15,4,40f8e193-d498-4bde-bdef-27e6c6c07a37,e0e2584d-5887-4314-bbca-01902a68166c,2030-03-26T07:46:03.179Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportIndexIssue,error,2,0,1,solved,yes,46329,0,0,0,,,,5963,1956,542
S14,4,f9bece33-8ad1-455d-9c1a-5bf400a1185c,7e6a0b99-b06f-47cc-8da1-d3ede28d0d58,2030-03-26T07:46:49.869Z,diagnostic,diagnostic_lightbulb,what_does_this_mean,Pylance,reportAttributeAccessIssue,error,3,0,1,solved,,29004,2,4,2,288619,,,6809,1900,694
S07,4,45a1ee77-aa56-4d82-8cc2-cba524966780,ca511e50-d38e-4c17-b249-8e9e40f21e92,2030-03-26T07:47:05.757Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,,error,3,0,1,,,59416,1,3,3,601886549,,,3432,2177,464
S01,4,b6a488f0-9b5d-465f-8f7c-734ffebca723,cc34126f-9b11-4940-8369-2f4d12c9b2e1,2030-03-26T07:47:13.103Z,selection,command_palette,what_does_this_do,,,,0,0,1,,,,,0,0,,2,42,3958,1553,745
S14,4,92e13f25-4f40-4452-b5dc-64d1689243d0,7e6a0b99-b06f-47cc-8da1-d3ede28d0d58,2030-03-26T07:48:00.235Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportPossiblyUnbound,warning,3,0,1,,,13157,2,1,1,605548855,,,3759,2010,532
S14,4,cc4165bd-40f1-4b7d-a811-3edae623fdca,7e6a0b99-b06f-47cc-8da1-d3ede28d0d58,2030-03-26T07:48:14.992Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportAttributeAccessIssue,error,3,0,,,no,2472,3,5,3,85123,,,5996,1232,478
S21,4,f7166237-15cf-4c83-8b7a-23b1b7f009c3,970dfe80-ea73-438e-9e7f-12e1f6c633d5,2030-03-26T07:50:35.323Z,diagnostic,diagnostic_gutter_hover,what_does_this_mean,Pylance,reportAttributeAccessIssue,error,3,1,1,,maybe,12917,0,1,1,391017834,,,,,
S10,4,df69016e-af75-467b-8b69-398a5217a305,3f080180-ada8-48c4-8c7a-b30f40d9e5b7,2030-03-26T07:51:08.650Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportAttributeAccessIssue,error,0,0,1,,,31858,2,0,0,,,,5385,1475,582
S17,4,b985c967-7cf9-426e-9c40-cefc160229fc,ab8c0f56-344a-4e29-9bc2-306475db0517,2030-03-26T07:51:52.209Z,diagnostic,diagnostic_lightbulb,what_does_this_mean,Pylance,reportUnusedExpression,warning,0,1,,,,43096,1,0,0,,,,,,
S24,4,b96a40e3-17d6-4188-96e3-f523f81c8929,f4851bdb-d5c3-4764-80b3-f69b7cb734d3,2030-03-26T07:56:26.234Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportOperatorIssue,error,0,0,1,solved,yes,44335,5,1,2,910043398,,,5977,1833,491
S21,4,1f7881da-5115-4852-8600-766403c69571,970dfe80-ea73-438e-9e7f-12e1f6c633d5,2030-03-26T07:56:35.362Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,,error,3,0,-1,,,45643,0,3,3,603987681,,,3772,1380,625
S06,4,f1e8173a-c039-4985-aca7-7141405286f5,301e4423-709c-43e4-b753-75fb48ad0e56,2030-03-26T07:56:43.094Z,diagnostic,diagnostic_lightbulb,what_does_this_mean,Pylance,reportIndexIssue,error,2,0,,solved,,50090,4,1,1,1697812,,,3562,1660,514
S23,4,59af36ba-9d3c-4f9b-93e5-4a11c7a0da56,6f9a54be-f06d-452b-8aec-a07f44db9c27,2030-03-26T07:57:10.322Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportAttributeAccessIssue,error,0,0,1,solved,,92439,0,0,0,,,,3061,1930,626
S23,4,43d1380c-8f5c-4ac6-baca-85a86fe217ed,6f9a54be-f06d-452b-8aec-a07f44db9c27,2030-03-26T07:58:15.750Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportArgumentType,error,0,0,1,solved,yes,7500,4,3,7,2309386,,,2691,1792,528
S07,4,b615e4af-d2a7-44a5-9a27-83a245a7e833,ca511e50-d38e-4c17-b249-8e9e40f21e92,2030-03-26T07:58:33.550Z,selection,selection_lightbulb,whats_wrong,,,,3,0,,solved,maybe,,,0,0,,1,42,4715,1931,499
S20,4,9a7c81c6-2b04-404c-8d37-304b984c4b7b,1aa538f4-b2b1-4498-b9b1-8c13ef80f664,2030-03-26T07:59:26.101Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportIndexIssue,error,0,0,,still_stuck,maybe,38783,4,0,0,,,,2218,1747,493
S10,4,d79c3100-d905-4d96-8dc8-3058d3c5cccf,3f080180-ada8-48c4-8c7a-b30f40d9e5b7,2030-03-26T08:00:41.457Z,diagnostic,diagnostic_gutter_hover,what_does_this_mean,Pylance,reportIndexIssue,error,3,0,,solved,,33169,4,0,0,,,,6828,1455,585
S02,4,8db1176d-1d3a-4c35-a5c7-bddb6f4bbac0,cdb93f21-bb9d-4dfd-a864-a9df1ef48173,2030-03-26T08:00:51.108Z,diagnostic,diagnostic_gutter_hover,what_does_this_mean,Pylance,reportAttributeAccessIssue,error,0,0,1,solved,,14425,6,1,1,2509835,,,4494,1698,638
S05,4,899eac67-c096-4392-ac6a-9119d7ba71f4,261713f5-aaa3-463e-8bd0-e5b02cd46f30,2030-03-26T08:01:08.840Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,,error,0,0,1,solved,,48260,1,0,0,,,,2925,1756,703
S15,4,8cc6e402-a363-410d-9f57-318f58bff6ba,e0e2584d-5887-4314-bbca-01902a68166c,2030-03-26T08:04:05.211Z,diagnostic,diagnostic_lightbulb,what_does_this_mean,Pylance,reportAttributeAccessIssue,error,3,0,,,maybe,4916,0,4,3,1328188,,,3786,1572,560
S10,4,0ab73205-dab1-4dfd-9acd-dba11450763b,3f080180-ada8-48c4-8c7a-b30f40d9e5b7,2030-03-26T08:05:31.839Z,diagnostic,diagnostic_lightbulb,what_does_this_mean,Pylance,reportAttributeAccessIssue,error,0,0,,solved,no,17192,3,1,1,863189,,,6294,1586,505
S05,4,7e2a83ec-1f7d-49dd-8e91-a6e589a884d9,261713f5-aaa3-463e-8bd0-e5b02cd46f30,2030-03-26T08:05:50.585Z,diagnostic,diagnostic_gutter_hover,what_does_this_mean,Pylance,reportIndexIssue,error,0,0,,,maybe,15735,1,1,1,606147660,,,4787,1984,458
S22,4,dd3e4716-3436-4e4f-aa25-0f31795fdb44,ad43eb27-f5a1-448a-ba27-c245d3dbb135,2030-03-26T08:06:41.580Z,diagnostic,diagnostic_lightbulb,what_does_this_mean,Pylance,reportIndexIssue,error,0,0,-1,solved,no,8344,2,2,2,226193719,,,4464,1220,490
S08,4,722f0ff3-afb6-4b5f-835d-c9d6506b4cb6,73cf4b8d-ac33-45ca-afbb-044bd92c688c,2030-03-26T08:06:58.671Z,selection,selection_codelens,whats_wrong,,,,2,0,1,,no,,,0,0,,6,234,4691,1638,639
S22,4,5c1860e1-d29d-46ae-9792-982ed43aff28,ad43eb27-f5a1-448a-ba27-c245d3dbb135,2030-03-26T08:07:05.337Z,diagnostic,diagnostic_lightbulb,what_does_this_mean,Pylance,reportIndexIssue,error,0,1,,,no,146321,2,3,3,23757,,,,,
S14,4,3e47c9c5-9463-4a84-a651-aec7edcb61bb,7e6a0b99-b06f-47cc-8da1-d3ede28d0d58,2030-03-26T08:07:10.308Z,diagnostic,diagnostic_gutter_hover,what_does_this_mean,Pylance,reportUndefinedVariable,error,2,0,1,still_stuck,,13624,1,6,6,477270437,,,5988,1644,587
S24,4,f717f007-3f39-4529-a9de-6495cca3af67,f4851bdb-d5c3-4764-80b3-f69b7cb734d3,2030-03-26T08:07:43.484Z,diagnostic,diagnostic_lightbulb,what_does_this_mean,Pylance,reportArgumentType,error,0,1,1,solved,yes,38488,5,1,3,605833870,,,,,
S07,4,fb64ace4-b3a9-4bb3-8a23-9898aecd12fa,ca511e50-d38e-4c17-b249-8e9e40f21e92,2030-03-26T08:08:03.344Z,selection,selection_lightbulb,what_does_this_do,,,,0,0,1,solved,,,,0,1,,39,702,3218,1908,466
S10,4,a5dbc4f0-cc3c-473a-adfa-1fa4efa9d26c,3f080180-ada8-48c4-8c7a-b30f40d9e5b7,2030-03-26T08:09:01.875Z,diagnostic,diagnostic_lightbulb,what_does_this_mean,Pylance,reportAttributeAccessIssue,error,0,0,1,still_stuck,,,,2,2,210036,,,6154,1855,473
S14,4,9c9c364e-5b5e-481a-9ae8-b8f6fe88e847,7e6a0b99-b06f-47cc-8da1-d3ede28d0d58,2030-03-26T08:10:23.750Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,,error,3,0,,,,104828,1,12,12,3213608,,,5208,1904,615
S02,4,235e399f-4f20-4398-a1e6-c4f8e3aa32bb,cdb93f21-bb9d-4dfd-a864-a9df1ef48173,2030-03-26T08:12:51.474Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportOperatorIssue,error,0,0,-1,still_stuck,yes,164684,1,6,8,606154340,,,3031,1946,625
S24,4,e741eaef-84a4-4996-971b-35423a654207,f4851bdb-d5c3-4764-80b3-f69b7cb734d3,2030-03-26T08:12:55.622Z,selection,sidebar_button,what_does_this_do,,,,0,0,,,,,,0,0,,4,108,4421,1576,582
S05,4,4da76b65-825c-41fc-b799-3fc82ace5b0f,261713f5-aaa3-463e-8bd0-e5b02cd46f30,2030-03-26T08:15:55.383Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportIndexIssue,error,3,0,1,,,8098,5,2,2,604798,,,4948,1688,534
S06,4,69e72200-5918-4fcd-b325-56ce0ee9b66d,301e4423-709c-43e4-b753-75fb48ad0e56,2030-03-26T08:17:05.916Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportPossiblyUnbound,warning,2,0,,,,15497,3,3,3,2837344,,,4070,1851,529
S13,4,32cd262c-542e-461b-9415-cad7d4ed10c8,c9cb81e3-8978-4456-b928-46cc63aa93f2,2030-03-26T08:17:07.004Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportAttributeAccessIssue,error,2,0,,solved,,18374,2,0,0,,,,3661,1925,528
S23,4,9c22b9d4-8222-4e76-8a21-2dbcb3a112fc,6f9a54be-f06d-452b-8aec-a07f44db9c27,2030-03-26T08:17:58.465Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportAttributeAccessIssue,error,0,1,,,yes,43655,3,1,1,1248143,,,,,
S19,4,124987fb-eaf7-4315-9392-40882f04ee76,8b4b72d5-563a-4391-9c37-a7ccda857db7,2030-03-26T08:19:22.035Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportArgumentType,error,0,0,1,,,63675,2,4,4,2573132,,,5135,1812,426
S14,4,8efe357f-7de4-49f1-b45a-1d66b633c496,7e6a0b99-b06f-47cc-8da1-d3ede28d0d58,2030-03-26T08:19:36.391Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportAttributeAccessIssue,error,0,0,,solved,,28104,0,6,4,1881399,,,4890,2034,536
S21,4,323a6a16-13fc-4d8f-a63a-c36b8464294f,970dfe80-ea73-438e-9e7f-12e1f6c633d5,2030-03-26T08:19:55.148Z,diagnostic,diagnostic_lightbulb,what_does_this_mean,Pylance,,error,3,0,,,maybe,63890,0,4,4,1399786,,,5074,1681,564
S07,4,5e62f3d9-6642-41c4-b7b5-07685b2a249c,ca511e50-d38e-4c17-b249-8e9e40f21e92,2030-03-26T08:20:32.815Z,selection,selection_keybinding,why_works,,,,2,0,,,maybe,,,0,2,,18,468,3751,2011,522
S21,4,fc6cdf86-4e9f-4232-a411-ead7def78b04,970dfe80-ea73-438e-9e7f-12e1f6c633d5,2030-03-26T08:20:38.546Z,selection,command_palette,what_does_this_do,,,,3,0,1,,maybe,,,0,0,,4,160,5604,1718,524
S17,4,5a507eb0-2dd0-40c8-a5d0-4b741eb06669,ab8c0f56-344a-4e29-9bc2-306475db0517,2030-03-26T08:21:12.911Z,selection,selection_lightbulb,simpler_example,,,,0,0,1,,no,,,0,0,,12,228,5304,1860,659
S13,4,9a37cd2e-bdb5-46bc-b357-053d7807cfcc,c9cb81e3-8978-4456-b928-46cc63aa93f2,2030-03-26T08:21:44.529Z,selection,selection_lightbulb,whats_wrong,,,,0,0,,,,,,0,0,,5,90,5264,1800,522
S20,4,ca027d09-7818-4995-96a5-749a930f48ce,1aa538f4-b2b1-4498-b9b1-8c13ef80f664,2030-03-26T08:23:55.376Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportCallIssue,error,0,0,,,,102450,2,0,1,,,,2373,1360,548
S10,4,9c380974-2fa3-4bfd-bc5c-2f643d34a780,3f080180-ada8-48c4-8c7a-b30f40d9e5b7,2030-03-26T08:24:01.933Z,selection,selection_codelens,whats_wrong,,,,0,0,,,yes,,,0,0,,5,165,5214,1892,548
S14,4,c92eab4d-6ebc-48f2-befe-d180e4927b2f,7e6a0b99-b06f-47cc-8da1-d3ede28d0d58,2030-03-26T08:25:28.690Z,diagnostic,diagnostic_lightbulb,what_does_this_mean,Pylance,reportAttributeAccessIssue,error,3,0,,solved,no,4639,2,7,5,352299,,,3234,1323,673
S06,4,1cc981fd-0c20-4be6-b146-12e3ca37b569,301e4423-709c-43e4-b753-75fb48ad0e56,2030-03-26T08:25:43.414Z,selection,selection_status_bar,free_text,,,,0,0,-1,,,,,0,0,,21,882,4035,1990,579
S20,4,7d090b02-2fd5-4c02-9391-4ae929e1d509,1aa538f4-b2b1-4498-b9b1-8c13ef80f664,2030-03-26T08:27:38.307Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportUnusedExpression,warning,0,1,,,,24567,2,1,1,604528080,,,,,
S02,4,303e318f-808e-48bc-a67e-ea5b7e6b62a7,cdb93f21-bb9d-4dfd-a864-a9df1ef48173,2030-03-26T08:28:35.347Z,diagnostic,diagnostic_lightbulb,what_does_this_mean,Pylance,,error,0,0,1,solved,no,49073,1,4,4,4652350,,,3896,2188,382
S14,4,72d7b3b4-1307-48e9-871c-d2cbdf9e8b0b,7e6a0b99-b06f-47cc-8da1-d3ede28d0d58,2030-03-26T08:31:04.771Z,selection,selection_lightbulb,whats_wrong,,,,0,0,1,solved,,,,0,0,,2,76,5615,1679,604
S14,4,45d00fcf-a047-410d-8499-4327a5d008e1,7e6a0b99-b06f-47cc-8da1-d3ede28d0d58,2030-03-26T08:31:12.938Z,selection,selection_codelens,free_text,,,,0,0,1,still_stuck,no,,,0,1,,36,828,4344,1953,712
S22,4,ccbdc5af-ed15-4892-8c61-7249e478af3c,ad43eb27-f5a1-448a-ba27-c245d3dbb135,2030-03-26T08:32:36.197Z,selection,selection_status_bar,what_does_this_do,,,,2,0,,solved,no,,,0,0,,33,858,4399,1717,493
S14,4,47a67ddd-f509-4a71-84fb-9d2c696b7d11,7e6a0b99-b06f-47cc-8da1-d3ede28d0d58,2030-03-26T08:32:43.973Z,selection,selection_codelens,what_does_this_do,,,,0,0,,still_stuck,,,,0,2,,4,76,4698,1728,538
S23,4,f6d4855b-f3f5-4023-8fcd-d3671491aa03,6f9a54be-f06d-452b-8aec-a07f44db9c27,2030-03-26T08:33:28.182Z,selection,selection_codelens,what_does_this_do,,,,2,0,1,,yes,,,0,0,,5,145,4925,1809,588
S02,4,122fddbb-0d39-474f-9b55-f00addc9ab13,cdb93f21-bb9d-4dfd-a864-a9df1ef48173,2030-03-26T08:33:32.930Z,selection,sidebar_button,what_does_this_do,,,,2,0,1,,,,,0,0,,,,4996,2193,565
S14,4,330c3eb0-94c7-491d-9098-1b72a7f1bd7a,7e6a0b99-b06f-47cc-8da1-d3ede28d0d58,2030-03-26T08:33:39.274Z,selection,selection_keybinding,whats_wrong,,,,3,0,1,,,,,0,3,,5,200,3127,1438,583
S21,4,9fbf5f9e-023a-4873-b0e0-ca8016b2faa4,970dfe80-ea73-438e-9e7f-12e1f6c633d5,2030-03-26T08:37:52.129Z,selection,selection_lightbulb,what_does_this_do,,,,0,0,,,no,,,0,1,,21,714,3102,1533,733
S25,4,dfe4e0b8-df44-48dd-aaa6-1c13883e5bb9,a6bf8c4c-3465-4b8f-be6e-6f37a65383ed,2030-03-26T08:40:18.039Z,selection,selection_keybinding,why_works,,,,0,0,,solved,yes,,,0,0,,1,35,2390,1596,598
S05,4,ca328d7a-cf79-4a7b-8d35-fd6ed512c86c,261713f5-aaa3-463e-8bd0-e5b02cd46f30,2030-03-26T08:42:20.515Z,diagnostic,diagnostic_gutter_hover,what_does_this_mean,Pylance,reportOperatorIssue,error,2,0,,solved,,16241,2,2,7,324895985,,,3928,2002,574
S03,4,02d20033-ecc8-4ca1-8228-3b3d37c7c406,ffc8a156-793f-4365-8e9b-faf7f83d2c15,2030-03-26T08:43:57.583Z,selection,selection_codelens,whats_wrong,,,,0,0,1,,yes,,,0,1,,4,120,5312,1473,470
S05,4,607746d5-80cf-4cd9-8e26-599595a37e6f,261713f5-aaa3-463e-8bd0-e5b02cd46f30,2030-03-26T08:47:55.631Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportIndexIssue,error,0,0,,solved,maybe,3579,1,3,3,1920248,,,6289,1578,652
S07,4,ca289c2d-20c0-416f-9186-f2e8861e13f2,5a602d50-fe0d-4e43-9e6b-4bfbb5387a1c,2030-03-27T14:27:56.800Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportIndexIssue,error,0,0,,solved,maybe,93544,1,0,0,,,,4548,1842,612
S23,4,9bfda565-4f2b-418e-96a3-d259e7ff8c2c,cc5dccc3-1d08-4699-af97-52e6b79acf4d,2030-03-27T14:31:04.600Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportOperatorIssue,error,0,0,1,,,8554,0,4,8,1321042077,,,2677,1739,648
S23,4,5f813397-28a5-4b15-a46d-e3f66a29e66b,cc5dccc3-1d08-4699-af97-52e6b79acf4d,2030-03-27T14:37:14.543Z,diagnostic,diagnostic_lightbulb,what_does_this_mean,Pylance,reportArgumentType,error,3,0,,solved,maybe,10392,2,4,9,110338793,,,6485,2007,578
S23,4,c816e2bf-99a0-48cb-88e3-ddf988b4b1e0,cc5dccc3-1d08-4699-af97-52e6b79acf4d,2030-03-27T14:41:35.854Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,,error,0,0,-1,,,32787,2,3,3,717229809,,,4724,2020,487
S23,4,64386741-5fba-4a42-b603-c8002e64089b,cc5dccc3-1d08-4699-af97-52e6b79acf4d,2030-03-27T14:44:52.461Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportAttributeAccessIssue,error,3,0,1,solved,,20623,2,2,2,109613996,,,2413,1944,760
S07,4,8ca570dc-88f0-42c9-bd96-e1874cc6cc4f,5a602d50-fe0d-4e43-9e6b-4bfbb5387a1c,2030-03-27T14:46:04.042Z,selection,selection_codelens,what_does_this_do,,,,0,0,1,solved,maybe,,,0,3,,39,1131,4194,1852,373
S23,4,d70dd5c5-b7e8-42b0-ad77-5120a4563f28,cc5dccc3-1d08-4699-af97-52e6b79acf4d,2030-03-27T14:59:55.819Z,diagnostic,diagnostic_lightbulb,what_does_this_mean,Pylance,reportUndefinedVariable,error,0,0,,solved,,7729,0,1,1,113716633,,,2434,1676,421
S07,4,8c56e6da-9a83-4400-9012-0b3403be7b4e,5a602d50-fe0d-4e43-9e6b-4bfbb5387a1c,2030-03-27T15:02:39.546Z,selection,selection_keybinding,what_does_this_do,,,,2,0,1,solved,,,,0,4,,6,156,2483,1255,510
S05,4,96133b15-d2cb-476d-89d5-9e69b35c451d,3a18ddd4-1f77-4a2d-ad82-e3ef3b06ac9b,2030-03-27T15:03:53.013Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,,error,0,0,,,no,11663,2,1,1,111764173,,,1899,1625,608
S05,4,621b6aca-68ea-4539-8cde-19e6cb7c5123,3a18ddd4-1f77-4a2d-ad82-e3ef3b06ac9b,2030-03-27T15:30:03.156Z,selection,selection_keybinding,whats_wrong,,,,0,0,,,maybe,,,0,1,,5,185,4041,1982,725
S05,4,8c7f2a8d-8904-4a33-a095-3de5367413bd,d0d28073-a01e-4446-9621-7e8fd7bd8325,2030-03-27T19:55:24.574Z,diagnostic,diagnostic_lightbulb,what_does_this_mean,Pylance,reportPossiblyUnbound,warning,2,0,,,,28615,0,3,3,451106848,,,5539,1615,554
S05,4,eaeb9727-b656-4e6d-9c44-81a73a4b9a24,d0d28073-a01e-4446-9621-7e8fd7bd8325,2030-03-27T19:59:22.069Z,diagnostic,diagnostic_lightbulb,what_does_this_mean,Pylance,reportUnusedExpression,warning,2,0,,,maybe,12891,0,2,2,451826854,,,2764,1436,593
S05,4,b437d181-681b-4096-b5fb-cd13730b88b0,d0d28073-a01e-4446-9621-7e8fd7bd8325,2030-03-27T19:59:52.375Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportUndefinedVariable,error,0,0,1,,maybe,29251,1,8,8,451580867,,,2645,2100,681
S05,4,022ebf85-8d19-4cc2-8298-7e3235ccd348,d0d28073-a01e-4446-9621-7e8fd7bd8325,2030-03-27T20:08:13.315Z,selection,selection_lightbulb,what_does_this_do,,,,0,0,1,,,,,0,0,,5,90,4303,1282,686
S09,4,6d3a947a-dc6f-4ffc-beb8-9bc7dfc426f1,4fa483a8-1734-4af1-9356-88e6298a03b2,2030-03-28T16:37:11.144Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportAttributeAccessIssue,error,0,0,,,no,40850,2,0,0,,,,3803,1317,511
S23,4,22ae8647-33ff-42e3-b2e9-557e75cd8b74,7054bebf-e68f-4553-b351-595f3ede7128,2030-03-28T16:45:55.650Z,diagnostic,diagnostic_lightbulb,what_does_this_mean,Pylance,reportIndexIssue,error,3,1,1,solved,maybe,37721,2,1,1,811716037,,,,,
S23,4,b2f0ef66-fb3c-4fe9-8182-f7cf3dbfb11b,7054bebf-e68f-4553-b351-595f3ede7128,2030-03-28T16:48:53.515Z,diagnostic,diagnostic_lightbulb,what_does_this_mean,Pylance,reportIndexIssue,error,0,0,-1,,,14436,0,2,2,177865,,,5536,2143,530
S23,4,afd853e5-4b9a-4809-bb43-111640da2ab4,7054bebf-e68f-4553-b351-595f3ede7128,2030-03-28T16:56:00.861Z,diagnostic,diagnostic_lightbulb,what_does_this_mean,Pylance,reportUndefinedVariable,error,0,0,,solved,yes,3485,1,2,2,93365042,,,3931,1961,458
S23,4,b65f1ee3-932c-4e7a-88f7-690299b4ff33,7054bebf-e68f-4553-b351-595f3ede7128,2030-03-28T17:04:00.350Z,selection,selection_codelens,free_text,,,,0,0,-1,solved,,,,0,2,,2,80,6702,2123,487
S23,4,9a179019-f3b9-4164-a53b-60c7b1a09e12,7054bebf-e68f-4553-b351-595f3ede7128,2030-03-28T17:19:36.270Z,selection,selection_codelens,why_works,,,,3,0,-1,,,,,0,3,,2,84,3073,1646,523
S03,4,54550001-eba1-4ab7-9c01-807606d1d9a1,cd1e95ea-fbc4-4561-97f8-4acbeab297af,2030-03-28T18:26:03.034Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportUnusedExpression,warning,0,0,1,,,4330,1,1,0,1654891590,,,6231,1585,772
S04,4,0b6c3a98-c739-4bb8-84f5-21a8cdb257fd,28fc32b8-25e5-47dd-ab51-e03cbf5a8425,2030-03-28T20:42:46.670Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportIndexIssue,error,2,0,,,yes,18006,2,0,0,,,,5821,1941,593
S04,4,170ad986-c348-4901-99a2-5f2c2608a295,28fc32b8-25e5-47dd-ab51-e03cbf5a8425,2030-03-28T20:44:13.344Z,selection,sidebar_button,what_does_this_do,,,,3,0,1,solved,,,,0,1,,,,3397,1818,533
S17,4,8beadf69-679b-4108-8158-b8dcf6376ab9,523bbd0a-dc16-49c5-931b-5654ae8f8b08,2030-03-30T17:21:51.582Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportPossiblyUnbound,warning,0,0,,solved,maybe,67759,2,1,1,1591757128,,,2583,2023,680
S17,4,75b73c7b-0d91-42e1-8448-6ac367e816bc,523bbd0a-dc16-49c5-931b-5654ae8f8b08,2030-03-30T17:35:09.043Z,diagnostic,diagnostic_gutter_hover,what_does_this_mean,Pylance,reportUndefinedVariable,error,0,0,,,maybe,88318,3,0,0,,,,2760,1784,572
S17,4,cce9b886-2d56-4989-836c-0bce6bb0cc2b,523bbd0a-dc16-49c5-931b-5654ae8f8b08,2030-03-30T17:41:06.491Z,selection,selection_codelens,what_does_this_do,,,,0,0,1,,,,,0,1,,3,114,5068,1365,612
S09,4,a9d8f42b-4eba-4cb9-887b-9fd4b0874057,f6db5411-f2e3-4323-9392-55d95173782f,2030-03-31T14:20:21.226Z,selection,selection_status_bar,what_does_this_do,,,,0,0,1,,maybe,,,0,0,,1,42,6029,2098,577
S12,4,924b7d9d-ef29-4b95-868d-6d68e3b135a8,437576d4-133b-4290-a5df-6e61d6387b73,2030-03-31T16:19:28.561Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportUnusedExpression,warning,0,1,1,still_stuck,yes,44114,1,0,0,,,,,,
S23,4,e74083fa-4662-4263-b0d6-9d23b00d5b4b,a6bcd281-4188-4aae-aff5-75822ab50532,2030-03-31T18:27:23.473Z,selection,selection_codelens,whats_wrong,,,,3,0,,still_stuck,,,,0,1,,4,148,7993,1851,666
S21,5,c5d03a12-89d0-4323-992d-0eb2eeac6a99,22047b48-d0fd-46b7-80af-97cd753b30cf,2030-04-02T07:04:34.932Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,,error,0,0,1,solved,,42903,1,2,2,1813433288,,,4593,1551,560
S02,5,6846567a-6f4d-4522-bb5f-eec559f8609b,131d9860-e941-4c67-afde-b188783f2e60,2030-04-02T07:06:04.377Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,,error,0,1,,,,63346,3,2,2,2202131481,,,,,
S14,5,766f40e1-4b08-4551-b00a-778f8732a884,cdfc5ce8-f21b-4d58-8bf5-4c40edb5c298,2030-04-02T07:10:20.612Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportAttributeAccessIssue,error,0,1,1,,,26467,2,8,6,600291922,,,,,
S19,5,ffb4a1cf-13db-4e19-906d-807d1583122c,bb8df635-e664-40ab-b1bb-c8553157ab32,2030-04-02T07:10:23.721Z,diagnostic,diagnostic_lightbulb,what_does_this_mean,Pylance,reportOperatorIssue,error,2,0,-1,still_stuck,,51980,6,0,5,,,,4034,1688,513
S02,5,0b4cd2bc-8963-4c42-9a4b-8bbd999483e6,131d9860-e941-4c67-afde-b188783f2e60,2030-04-02T07:11:09.726Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportIndexIssue,error,0,0,,still_stuck,yes,292767,4,3,3,1206637889,,,5385,1412,604
