variable,item_id,label_en,label_tr,label_es,category,category_en,kind,level,type,allowed_values,value_labels_en,value_labels_tr,value_labels_es,missing,source_table,source_column,formula_version,page
metric_avg_edits_before_ask,metric.avg_edits_before_ask,Edits before asking,Sormadan önceki düzenlemeler,Ediciones antes de preguntar,before,Before asking,derived,metric,,,,,,,,,1.0,data/before/edits-before-asking
metric_median_help_latency,metric.median_help_latency,Waited after the offer (median),Tekliften sonra bekleme (medyan),Esperó tras la oferta (mediana),before,Before asking,derived,metric,,,,,,,,,1.0,data/before/help-latency
metric_reading_on_screen_pct,metric.reading_on_screen_pct,On screen when it arrived,Geldiğinde ekrandaydı,En pantalla al llegar,reading,Reading and acting on feedback,derived,metric,,,,,,,,,1.0,data/reading/time-on-screen
metric_reading_visible_median,metric.reading_visible_median,Time on screen (median),Ekranda kalma süresi (medyan),Tiempo en pantalla (mediana),reading,Reading and acting on feedback,derived,metric,,,,,,,,,1.0,data/reading/time-on-screen
metric_reading_back_median,metric.reading_back_median,Back to the code after (median),Koda dönüş süresi (medyan),Volvió al código tras (mediana),reading,Reading and acting on feedback,derived,metric,,,,,,,,,1.0,data/reading/back-to-code
metric_reading_to_rule_median,metric.reading_to_rule_median,Opened L2 after (median),L2 açılma süresi (medyan),Abrió L2 tras (mediana),ladder,Hint ladder,derived,metric,,,,,,,,,1.0,data/ladder/level-timing
metric_reading_to_fix_median,metric.reading_to_fix_median,Opened L3 after (median),L3 açılma süresi (medyan),Abrió L3 tras (mediana),ladder,Hint ladder,derived,metric,,,,,,,,,1.0,data/ladder/level-timing
metric_abandoned,metric.abandoned,Left without acting,Bir şey yapmadan ayrıldı,Se fue sin actuar,reading,Reading and acting on feedback,derived,metric,,,,,,,,,1.0,data/reading/left-without-acting
metric_reopened,metric.reopened,Opened again later,Sonra yeniden açtı,La volvió a abrir,reading,Reading and acting on feedback,derived,metric,,,,,,,,,1.0,data/reading/reopened
metric_copied,metric.copied,Copied from it,Kopyalandı,Copió de ella,reading,Reading and acting on feedback,derived,metric,,,,,,,,,1.0,data/reading/copied
metric_after_edited,metric.after_edited,Edited the code,Kodu düzenledi,Editó el código,reading,Reading and acting on feedback,derived,metric,,,,,,,,,1.0,data/reading/edit-after-fix
metric_after_on_line_pct,metric.after_on_line_pct,Within 2 lines of the pointed line,Gösterilen satıra 2 satır mesafede,A 2 líneas o menos de la señalada,reading,Reading and acting on feedback,derived,metric,,,,,,,,,1.0,data/reading/edit-after-fix
metric_after_overlap_avg,metric.after_overlap_avg,Similar to the suggested fix (avg.),Önerilen düzeltmeye benzerlik (ort.),Parecido a la corrección sugerida (media),reading,Reading and acting on feedback,derived,metric,,,,,,,,,1.0,data/reading/edit-after-fix
metric_after_undone,metric.after_undone,Undid the change,Değişikliği geri aldı,Deshizo el cambio,reading,Reading and acting on feedback,derived,metric,,,,,,,,,1.0,data/reading/fix-undone
metric_picker_abandoned,metric.picker_abandoned,Closed the question list without asking,Soru listesini sormadan kapattı,Cerró la lista de preguntas sin preguntar,asking,Asking for help,derived,metric,,,,,,,,,1.0,data/asking/question-picker-abandoned
metric_surfaces,metric.surfaces,Where questions start,Sorular nereden başlıyor,Desde dónde se pregunta,asking,Asking for help,derived,metric,,,,,,,,,1.0,data/asking/trigger-surface
metric_runs,metric.runs,Running the code,Kodu çalıştırma,Ejecutar el código,outcomes,Error outcomes,derived,metric,,,,,,,,,1.0,data/outcomes/running-code
metric_severity_mix,metric.severity_mix,Error questions by severity,Önem derecesine göre hata soruları,Preguntas sobre errores por gravedad,asking,Asking for help,derived,metric,,,,,,,,,1.0,data/asking/error-type
metric_languages_top,metric.languages_top,Languages edited,Düzenlenen diller,Lenguajes editados,activity,Coding activity,derived,metric,,,,,,,,,1.0,data/activity/languages-edited
metric_concepts_top_student,metric.concepts_top_student,Recurring concepts,Tekrarlayan kavramlar,Conceptos recurrentes,before,Before asking,derived,metric,,,,,,,,,1.0,data/before/recurring-concept
metric_concepts_top_class,metric.concepts_top_class,Concepts students ask about most,En çok sorulan kavramlar,Conceptos más preguntados,indicators,Class and student indicators,derived,metric,,,,,,,,,1.0,data/indicators/concepts-and-errors
metric_errors_top_class,metric.errors_top_class,Most common errors,En sık görülen hatalar,Errores más frecuentes,indicators,Class and student indicators,derived,metric,,,,,,,,,1.0,data/indicators/concepts-and-errors
metric_work_rhythm,metric.work_rhythm,When students work,Öğrenciler ne zaman çalışıyor,Cuándo trabajan los estudiantes,indicators,Class and student indicators,derived,metric,,,,,,,,,1.0,data/indicators/work-rhythm
metric_calibration,metric.calibration,Does confidence hold up?,Özgüven gerçekle örtüşüyor mu?,¿Se sostiene la confianza?,self-report,Student self-report,derived,metric,,,,,,,,,1.0,data/self-report/confidence
metric_files_cleared_list,metric.files_cleared_list,Files worked through,Hatasız hale getirilen dosyalar,Archivos que quedaron sin errores,outcomes,Error outcomes,derived,metric,,,,,,,,,1.0,data/outcomes/files-worked-through
metric_habits_totals,metric.habits_totals,Work habits,Çalışma alışkanlıkları,Hábitos de trabajo,activity,Coding activity,derived,metric,,,,,,,,,1.0,data/activity/left-vscode
metric_ext_explanations_asked,metric.ext_explanations_asked,Explanations asked for,İstenen açıklama sayısı,Explicaciones solicitadas,indicators,Class and student indicators,derived,metric,,,,,,,,,1.0,data/indicators/student-panel
metric_ext_errors_worked_out,metric.ext_errors_worked_out,Errors you worked out yourself,Kendin çözdüğün hatalar,Errores que resolviste tú mismo/a,indicators,Class and student indicators,derived,metric,,,,,,,,,1.0,data/indicators/student-panel
metric_ext_days_using,metric.ext_days_using,Days using this,Kullandığın gün sayısı,Días usando esto,indicators,Class and student indicators,derived,metric,,,,,,,,,1.0,data/indicators/student-panel
metric_ext_activity_totals,metric.ext_activity_totals,Total active time and other totals,Toplam aktif kullanım süresi ve diğer toplamlar,Tiempo activo total y otros totales,indicators,Class and student indicators,derived,metric,,,,,,,,,1.0,data/indicators/student-panel
metric_ext_summary_progress,metric.ext_summary_progress,Summary progress bar,Özet ilerleme çubuğu,Barra de progreso del resumen,learner,Learner summaries,derived,metric,,,,,,,,,1.0,data/learner/private-notes
metric_analytics_dependency_trend,metric.analytics_dependency_trend,Dependency trend report (SQL),Bağımlılık eğilimi raporu (SQL),Informe de tendencia de dependencia (SQL),indicators,Class and student indicators,derived,metric,,,,,,,,,1.0,data/indicators/independence-trend
metric_analytics_question_type_resolution,metric.analytics_question_type_resolution,Question type and hint depth report (SQL),Soru türü ve ipucu derinliği raporu (SQL),Informe de tipo de pregunta y profundidad (SQL),asking,Asking for help,derived,metric,,,,,,,,,1.0,data/asking/question-type
metric_analytics_session_rhythm,metric.analytics_session_rhythm,Session rhythm report (SQL),Oturum ritmi raporu (SQL),Informe de ritmo de sesiones (SQL),activity,Coding activity,derived,metric,,,,,,,,,1.0,data/activity/sessions
metric_analytics_sessions_without_help,metric.analytics_sessions_without_help,Sessions without help report (SQL),Yardımsız oturumlar raporu (SQL),Informe de sesiones sin ayuda (SQL),indicators,Class and student indicators,derived,metric,,,,,,,,,1.0,data/indicators/sessions-without-help
metric_summary_cadence,metric.summary_cadence,Summary rewrite rule,Özet yenileme kuralı,Regla de reescritura del resumen,learner,Learner summaries,derived,metric,,,,,,,,,1.0,data/learner/private-notes
function_public_handle_new_user,function.public.handle_new_user,public.handle_new_user,public.handle_new_user,public.handle_new_user,technical,Technical fields,raw,function,function,,,,,,,,,reference/functions
function_public_prevent_username_change,function.public.prevent_username_change,public.prevent_username_change,public.prevent_username_change,public.prevent_username_change,technical,Technical fields,raw,function,function,,,,,,,,,reference/functions
function_public_increment_explanation_reuse,function.public.increment_explanation_reuse,public.increment_explanation_reuse,public.increment_explanation_reuse,public.increment_explanation_reuse,technical,Technical fields,raw,function,function,,,,,,,,,reference/functions
function_public_dashboard_login,function.public.dashboard_login,public.dashboard_login,public.dashboard_login,public.dashboard_login,technical,Technical fields,raw,function,function,,,,,,,,,reference/functions
function_public_dashboard_session,function.public.dashboard_session,public.dashboard_session,public.dashboard_session,public.dashboard_session,technical,Technical fields,raw,function,function,,,,,,,,,reference/functions
function_public_dashboard_logout,function.public.dashboard_logout,public.dashboard_logout,public.dashboard_logout,public.dashboard_logout,technical,Technical fields,raw,function,function,,,,,,,,,reference/functions
function_public_dashboard_change_password,function.public.dashboard_change_password,public.dashboard_change_password,public.dashboard_change_password,public.dashboard_change_password,technical,Technical fields,raw,function,function,,,,,,,,,reference/functions
function_public_dashboard_totp_begin,function.public.dashboard_totp_begin,public.dashboard_totp_begin,public.dashboard_totp_begin,public.dashboard_totp_begin,technical,Technical fields,raw,function,function,,,,,,,,,reference/functions
function_public_dashboard_totp_enable,function.public.dashboard_totp_enable,public.dashboard_totp_enable,public.dashboard_totp_enable,public.dashboard_totp_enable,technical,Technical fields,raw,function,function,,,,,,,,,reference/functions
function_public_dashboard_totp_disable,function.public.dashboard_totp_disable,public.dashboard_totp_disable,public.dashboard_totp_disable,public.dashboard_totp_disable,technical,Technical fields,raw,function,function,,,,,,,,,reference/functions
function_public_dashboard_accounts,function.public.dashboard_accounts,public.dashboard_accounts,public.dashboard_accounts,public.dashboard_accounts,technical,Technical fields,raw,function,function,,,,,,,,,reference/functions
function_public_dashboard_account_create,function.public.dashboard_account_create,public.dashboard_account_create,public.dashboard_account_create,public.dashboard_account_create,technical,Technical fields,raw,function,function,,,,,,,,,reference/functions
function_public_dashboard_account_set_role,function.public.dashboard_account_set_role,public.dashboard_account_set_role,public.dashboard_account_set_role,public.dashboard_account_set_role,technical,Technical fields,raw,function,function,,,,,,,,,reference/functions
function_public_dashboard_account_reset_password,function.public.dashboard_account_reset_password,public.dashboard_account_reset_password,public.dashboard_account_reset_password,public.dashboard_account_reset_password,technical,Technical fields,raw,function,function,,,,,,,,,reference/functions
function_public_dashboard_account_reset_totp,function.public.dashboard_account_reset_totp,public.dashboard_account_reset_totp,public.dashboard_account_reset_totp,public.dashboard_account_reset_totp,technical,Technical fields,raw,function,function,,,,,,,,,reference/functions
function_public_dashboard_account_delete,function.public.dashboard_account_delete,public.dashboard_account_delete,public.dashboard_account_delete,public.dashboard_account_delete,technical,Technical fields,raw,function,function,,,,,,,,,reference/functions
function_public_dashboard_audit_log,function.public.dashboard_audit_log,public.dashboard_audit_log,public.dashboard_audit_log,public.dashboard_audit_log,technical,Technical fields,raw,function,function,,,,,,,,,reference/functions
function_public_dashboard_reset_student,function.public.dashboard_reset_student,public.dashboard_reset_student,public.dashboard_reset_student,public.dashboard_reset_student,technical,Technical fields,raw,function,function,,,,,,,,,reference/functions
function_public_dashboard_delete_student,function.public.dashboard_delete_student,public.dashboard_delete_student,public.dashboard_delete_student,public.dashboard_delete_student,technical,Technical fields,raw,function,function,,,,,,,,,reference/functions
function_public_dashboard_overview,function.public.dashboard_overview,public.dashboard_overview,public.dashboard_overview,public.dashboard_overview,technical,Technical fields,raw,function,function,,,,,,,,,reference/functions
function_public_dashboard_students,function.public.dashboard_students,public.dashboard_students,public.dashboard_students,public.dashboard_students,technical,Technical fields,raw,function,function,,,,,,,,,reference/functions
function_public_dashboard_student_detail,function.public.dashboard_student_detail,public.dashboard_student_detail,public.dashboard_student_detail,public.dashboard_student_detail,technical,Technical fields,raw,function,function,,,,,,,,,reference/functions
function_public_dashboard_question,function.public.dashboard_question,public.dashboard_question,public.dashboard_question,public.dashboard_question,technical,Technical fields,raw,function,function,,,,,,,,,reference/functions
function_public_dashboard_insights,function.public.dashboard_insights,public.dashboard_insights,public.dashboard_insights,public.dashboard_insights,technical,Technical fields,raw,function,function,,,,,,,,,reference/functions
function_public_dashboard_export,function.public.dashboard_export,public.dashboard_export,public.dashboard_export,public.dashboard_export,technical,Technical fields,raw,function,function,,,,,,,,,reference/functions
function_public_dashboard_engagement,function.public.dashboard_engagement,public.dashboard_engagement,public.dashboard_engagement,public.dashboard_engagement,technical,Technical fields,raw,function,function,,,,,,,,,reference/functions
function_public_dashboard_set_rate_limits,function.public.dashboard_set_rate_limits,public.dashboard_set_rate_limits,public.dashboard_set_rate_limits,public.dashboard_set_rate_limits,technical,Technical fields,raw,function,function,,,,,,,,,reference/functions
function_public_dashboard_student_set_password,function.public.dashboard_student_set_password,public.dashboard_student_set_password,public.dashboard_student_set_password,public.dashboard_student_set_password,technical,Technical fields,raw,function,function,,,,,,,,,reference/functions
function_dashboard_hash_token,function.dashboard.hash_token,dashboard.hash_token,dashboard.hash_token,dashboard.hash_token,technical,Technical fields,raw,function,function,,,,,,,,,reference/functions
function_dashboard_safe_tz,function.dashboard.safe_tz,dashboard.safe_tz,dashboard.safe_tz,dashboard.safe_tz,technical,Technical fields,raw,function,function,,,,,,,,,reference/functions
function_dashboard_session_admin,function.dashboard.session_admin,dashboard.session_admin,dashboard.session_admin,dashboard.session_admin,technical,Technical fields,raw,function,function,,,,,,,,,reference/functions
function_dashboard_require_session,function.dashboard.require_session,dashboard.require_session,dashboard.require_session,dashboard.require_session,technical,Technical fields,raw,function,function,,,,,,,,,reference/functions
function_dashboard_require_admin,function.dashboard.require_admin,dashboard.require_admin,dashboard.require_admin,dashboard.require_admin,technical,Technical fields,raw,function,function,,,,,,,,,reference/functions
function_dashboard_account_json,function.dashboard.account_json,dashboard.account_json,dashboard.account_json,dashboard.account_json,technical,Technical fields,raw,function,function,,,,,,,,,reference/functions
function_dashboard_base32_encode,function.dashboard.base32_encode,dashboard.base32_encode,dashboard.base32_encode,dashboard.base32_encode,technical,Technical fields,raw,function,function,,,,,,,,,reference/functions
function_dashboard_base32_decode,function.dashboard.base32_decode,dashboard.base32_decode,dashboard.base32_decode,dashboard.base32_decode,technical,Technical fields,raw,function,function,,,,,,,,,reference/functions
function_dashboard_totp_code,function.dashboard.totp_code,dashboard.totp_code,dashboard.totp_code,dashboard.totp_code,technical,Technical fields,raw,function,function,,,,,,,,,reference/functions
function_dashboard_totp_match,function.dashboard.totp_match,dashboard.totp_match,dashboard.totp_match,dashboard.totp_match,technical,Technical fields,raw,function,function,,,,,,,,,reference/functions
function_dashboard_password_problem,function.dashboard.password_problem,dashboard.password_problem,dashboard.password_problem,dashboard.password_problem,technical,Technical fields,raw,function,function,,,,,,,,,reference/functions
function_dashboard_audit,function.dashboard.audit,dashboard.audit,dashboard.audit,dashboard.audit,technical,Technical fields,raw,function,function,,,,,,,,,reference/functions
function_dashboard_resolve_range,function.dashboard.resolve_range,dashboard.resolve_range,dashboard.resolve_range,dashboard.resolve_range,technical,Technical fields,raw,function,function,,,,,,,,,reference/functions
function_dashboard_slot_labels,function.dashboard.slot_labels,dashboard.slot_labels,dashboard.slot_labels,dashboard.slot_labels,technical,Technical fields,raw,function,function,,,,,,,,,reference/functions
function_dashboard_slot_label,function.dashboard.slot_label,dashboard.slot_label,dashboard.slot_label,dashboard.slot_label,technical,Technical fields,raw,function,function,,,,,,,,,reference/functions
function_dashboard_last_active,function.dashboard.last_active,dashboard.last_active,dashboard.last_active,dashboard.last_active,technical,Technical fields,raw,function,function,,,,,,,,,reference/functions
function_dashboard_attention,function.dashboard.attention,dashboard.attention,dashboard.attention,dashboard.attention,technical,Technical fields,raw,function,function,,,,,,,,,reference/functions
function_dashboard_weekly_trend,function.dashboard.weekly_trend,dashboard.weekly_trend,dashboard.weekly_trend,dashboard.weekly_trend,technical,Technical fields,raw,function,function,,,,,,,,,reference/functions
function_dashboard_students_json,function.dashboard.students_json,dashboard.students_json,dashboard.students_json,dashboard.students_json,technical,Technical fields,raw,function,function,,,,,,,,,reference/functions
function_dashboard_num,function.dashboard.num,dashboard.num,dashboard.num,dashboard.num,technical,Technical fields,raw,function,function,,,,,,,,,reference/functions
function_dashboard_broadcast_change,function.dashboard.broadcast_change,dashboard.broadcast_change,dashboard.broadcast_change,dashboard.broadcast_change,technical,Technical fields,raw,function,function,,,,,,,,,reference/functions
function_dashboard_student_password_problem,function.dashboard.student_password_problem,dashboard.student_password_problem,dashboard.student_password_problem,dashboard.student_password_problem,technical,Technical fields,raw,function,function,,,,,,,,,reference/functions
function_trigger_on_auth_user_created,function.trigger.on_auth_user_created,trigger.on_auth_user_created,trigger.on_auth_user_created,trigger.on_auth_user_created,technical,Technical fields,raw,function,function,,,,,,,,,reference/functions
function_trigger_profiles_lock_username,function.trigger.profiles_lock_username,trigger.profiles_lock_username,trigger.profiles_lock_username,trigger.profiles_lock_username,technical,Technical fields,raw,function,function,,,,,,,,,reference/functions
function_trigger_dashboard_broadcast,function.trigger.dashboard_broadcast,trigger.dashboard_broadcast,trigger.dashboard_broadcast,trigger.dashboard_broadcast,technical,Technical fields,raw,function,function,,,,,,,,,reference/functions
external_student_no,external.student_no,Student number (key table),Öğrenci numarası (anahtar tablo),Número de estudiante (tabla de claves),external,External instruments,raw,instrument,text,"Institution student number. Kept only in the key table, outside the system (CONFIRM).",,,,,,,,research/linking
external_PreQ1,external.PreQ1,Pre-test item 1,Ön test maddesi 1,Ítem 1 del pretest,external,External instruments,raw,instrument,integer,"0 = wrong, 1 = right",0 = wrong; 1 = right,0 = yanlış; 1 = doğru,0 = incorrecto; 1 = correcto,,,,,research/linking
external_PreQ2,external.PreQ2,Pre-test item 2,Ön test maddesi 2,Ítem 2 del pretest,external,External instruments,raw,instrument,integer,"0 = wrong, 1 = right",0 = wrong; 1 = right,0 = yanlış; 1 = doğru,0 = incorrecto; 1 = correcto,,,,,research/linking
external_PreQ3,external.PreQ3,Pre-test item 3,Ön test maddesi 3,Ítem 3 del pretest,external,External instruments,raw,instrument,integer,"0 = wrong, 1 = right",0 = wrong; 1 = right,0 = yanlış; 1 = doğru,0 = incorrecto; 1 = correcto,,,,,research/linking
external_PreQ4,external.PreQ4,Pre-test item 4,Ön test maddesi 4,Ítem 4 del pretest,external,External instruments,raw,instrument,integer,"0 = wrong, 1 = right",0 = wrong; 1 = right,0 = yanlış; 1 = doğru,0 = incorrecto; 1 = correcto,,,,,research/linking
external_PreQ5,external.PreQ5,Pre-test item 5,Ön test maddesi 5,Ítem 5 del pretest,external,External instruments,raw,instrument,integer,"0 = wrong, 1 = right",0 = wrong; 1 = right,0 = yanlış; 1 = doğru,0 = incorrecto; 1 = correcto,,,,,research/linking
external_PreQ6,external.PreQ6,Pre-test item 6,Ön test maddesi 6,Ítem 6 del pretest,external,External instruments,raw,instrument,integer,"0 = wrong, 1 = right",0 = wrong; 1 = right,0 = yanlış; 1 = doğru,0 = incorrecto; 1 = correcto,,,,,research/linking
external_PreQ7,external.PreQ7,Pre-test item 7,Ön test maddesi 7,Ítem 7 del pretest,external,External instruments,raw,instrument,integer,"0 = wrong, 1 = right",0 = wrong; 1 = right,0 = yanlış; 1 = doğru,0 = incorrecto; 1 = correcto,,,,,research/linking
external_PreQ8,external.PreQ8,Pre-test item 8,Ön test maddesi 8,Ítem 8 del pretest,external,External instruments,raw,instrument,integer,"0 = wrong, 1 = right",0 = wrong; 1 = right,0 = yanlış; 1 = doğru,0 = incorrecto; 1 = correcto,,,,,research/linking
external_PreQ9,external.PreQ9,Pre-test item 9,Ön test maddesi 9,Ítem 9 del pretest,external,External instruments,raw,instrument,integer,"0 = wrong, 1 = right",0 = wrong; 1 = right,0 = yanlış; 1 = doğru,0 = incorrecto; 1 = correcto,,,,,research/linking
external_PreQ10,external.PreQ10,Pre-test item 10,Ön test maddesi 10,Ítem 10 del pretest,external,External instruments,raw,instrument,integer,"0 = wrong, 1 = right",0 = wrong; 1 = right,0 = yanlış; 1 = doğru,0 = incorrecto; 1 = correcto,,,,,research/linking
external_PreQ11,external.PreQ11,Pre-test item 11,Ön test maddesi 11,Ítem 11 del pretest,external,External instruments,raw,instrument,integer,"0 = wrong, 1 = right",0 = wrong; 1 = right,0 = yanlış; 1 = doğru,0 = incorrecto; 1 = correcto,,,,,research/linking
external_PreQ12,external.PreQ12,Pre-test item 12,Ön test maddesi 12,Ítem 12 del pretest,external,External instruments,raw,instrument,integer,"0 = wrong, 1 = right",0 = wrong; 1 = right,0 = yanlış; 1 = doğru,0 = incorrecto; 1 = correcto,,,,,research/linking
external_PreQ13,external.PreQ13,Pre-test item 13,Ön test maddesi 13,Ítem 13 del pretest,external,External instruments,raw,instrument,integer,"0 = wrong, 1 = right",0 = wrong; 1 = right,0 = yanlış; 1 = doğru,0 = incorrecto; 1 = correcto,,,,,research/linking
external_PreQ14,external.PreQ14,Pre-test item 14,Ön test maddesi 14,Ítem 14 del pretest,external,External instruments,raw,instrument,integer,"0 = wrong, 1 = right",0 = wrong; 1 = right,0 = yanlış; 1 = doğru,0 = incorrecto; 1 = correcto,,,,,research/linking
external_PreQ15,external.PreQ15,Pre-test item 15,Ön test maddesi 15,Ítem 15 del pretest,external,External instruments,raw,instrument,integer,"0 = wrong, 1 = right",0 = wrong; 1 = right,0 = yanlış; 1 = doğru,0 = incorrecto; 1 = correcto,,,,,research/linking
external_PreQ16,external.PreQ16,Pre-test item 16,Ön test maddesi 16,Ítem 16 del pretest,external,External instruments,raw,instrument,integer,"0 = wrong, 1 = right",0 = wrong; 1 = right,0 = yanlış; 1 = doğru,0 = incorrecto; 1 = correcto,,,,,research/linking
external_PreQ17,external.PreQ17,Pre-test item 17,Ön test maddesi 17,Ítem 17 del pretest,external,External instruments,raw,instrument,integer,"0 = wrong, 1 = right",0 = wrong; 1 = right,0 = yanlış; 1 = doğru,0 = incorrecto; 1 = correcto,,,,,research/linking
external_PreQ18,external.PreQ18,Pre-test item 18,Ön test maddesi 18,Ítem 18 del pretest,external,External instruments,raw,instrument,integer,"0 = wrong, 1 = right",0 = wrong; 1 = right,0 = yanlış; 1 = doğru,0 = incorrecto; 1 = correcto,,,,,research/linking
external_PreQ19,external.PreQ19,Pre-test item 19,Ön test maddesi 19,Ítem 19 del pretest,external,External instruments,raw,instrument,integer,"0 = wrong, 1 = right",0 = wrong; 1 = right,0 = yanlış; 1 = doğru,0 = incorrecto; 1 = correcto,,,,,research/linking
external_PreQ20,external.PreQ20,Pre-test item 20,Ön test maddesi 20,Ítem 20 del pretest,external,External instruments,raw,instrument,integer,"0 = wrong, 1 = right",0 = wrong; 1 = right,0 = yanlış; 1 = doğru,0 = incorrecto; 1 = correcto,,,,,research/linking
external_PreQ21,external.PreQ21,Pre-test item 21,Ön test maddesi 21,Ítem 21 del pretest,external,External instruments,raw,instrument,integer,"0 = wrong, 1 = right",0 = wrong; 1 = right,0 = yanlış; 1 = doğru,0 = incorrecto; 1 = correcto,,,,,research/linking
external_PreQ22,external.PreQ22,Pre-test item 22,Ön test maddesi 22,Ítem 22 del pretest,external,External instruments,raw,instrument,integer,"0 = wrong, 1 = right",0 = wrong; 1 = right,0 = yanlış; 1 = doğru,0 = incorrecto; 1 = correcto,,,,,research/linking
external_PreQ23,external.PreQ23,Pre-test item 23,Ön test maddesi 23,Ítem 23 del pretest,external,External instruments,raw,instrument,integer,"0 = wrong, 1 = right",0 = wrong; 1 = right,0 = yanlış; 1 = doğru,0 = incorrecto; 1 = correcto,,,,,research/linking
external_PreQ24,external.PreQ24,Pre-test item 24,Ön test maddesi 24,Ítem 24 del pretest,external,External instruments,raw,instrument,integer,"0 = wrong, 1 = right",0 = wrong; 1 = right,0 = yanlış; 1 = doğru,0 = incorrecto; 1 = correcto,,,,,research/linking
external_PreQ25,external.PreQ25,Pre-test item 25,Ön test maddesi 25,Ítem 25 del pretest,external,External instruments,raw,instrument,integer,"0 = wrong, 1 = right",0 = wrong; 1 = right,0 = yanlış; 1 = doğru,0 = incorrecto; 1 = correcto,,,,,research/linking
external_PreQ26,external.PreQ26,Pre-test item 26,Ön test maddesi 26,Ítem 26 del pretest,external,External instruments,raw,instrument,integer,"0 = wrong, 1 = right",0 = wrong; 1 = right,0 = yanlış; 1 = doğru,0 = incorrecto; 1 = correcto,,,,,research/linking
external_PreQ27,external.PreQ27,Pre-test item 27,Ön test maddesi 27,Ítem 27 del pretest,external,External instruments,raw,instrument,integer,"0 = wrong, 1 = right",0 = wrong; 1 = right,0 = yanlış; 1 = doğru,0 = incorrecto; 1 = correcto,,,,,research/linking
external_PreQ28,external.PreQ28,Pre-test item 28,Ön test maddesi 28,Ítem 28 del pretest,external,External instruments,raw,instrument,integer,"0 = wrong, 1 = right",0 = wrong; 1 = right,0 = yanlış; 1 = doğru,0 = incorrecto; 1 = correcto,,,,,research/linking
external_PostQ1,external.PostQ1,Post-test item 1,Son test maddesi 1,Ítem 1 del postest,external,External instruments,raw,instrument,integer,"0 = wrong, 1 = right",0 = wrong; 1 = right,0 = yanlış; 1 = doğru,0 = incorrecto; 1 = correcto,,,,,research/linking
external_PostQ2,external.PostQ2,Post-test item 2,Son test maddesi 2,Ítem 2 del postest,external,External instruments,raw,instrument,integer,"0 = wrong, 1 = right",0 = wrong; 1 = right,0 = yanlış; 1 = doğru,0 = incorrecto; 1 = correcto,,,,,research/linking
external_PostQ3,external.PostQ3,Post-test item 3,Son test maddesi 3,Ítem 3 del postest,external,External instruments,raw,instrument,integer,"0 = wrong, 1 = right",0 = wrong; 1 = right,0 = yanlış; 1 = doğru,0 = incorrecto; 1 = correcto,,,,,research/linking
external_PostQ4,external.PostQ4,Post-test item 4,Son test maddesi 4,Ítem 4 del postest,external,External instruments,raw,instrument,integer,"0 = wrong, 1 = right",0 = wrong; 1 = right,0 = yanlış; 1 = doğru,0 = incorrecto; 1 = correcto,,,,,research/linking
external_PostQ5,external.PostQ5,Post-test item 5,Son test maddesi 5,Ítem 5 del postest,external,External instruments,raw,instrument,integer,"0 = wrong, 1 = right",0 = wrong; 1 = right,0 = yanlış; 1 = doğru,0 = incorrecto; 1 = correcto,,,,,research/linking
external_PostQ6,external.PostQ6,Post-test item 6,Son test maddesi 6,Ítem 6 del postest,external,External instruments,raw,instrument,integer,"0 = wrong, 1 = right",0 = wrong; 1 = right,0 = yanlış; 1 = doğru,0 = incorrecto; 1 = correcto,,,,,research/linking
external_PostQ7,external.PostQ7,Post-test item 7,Son test maddesi 7,Ítem 7 del postest,external,External instruments,raw,instrument,integer,"0 = wrong, 1 = right",0 = wrong; 1 = right,0 = yanlış; 1 = doğru,0 = incorrecto; 1 = correcto,,,,,research/linking
external_PostQ8,external.PostQ8,Post-test item 8,Son test maddesi 8,Ítem 8 del postest,external,External instruments,raw,instrument,integer,"0 = wrong, 1 = right",0 = wrong; 1 = right,0 = yanlış; 1 = doğru,0 = incorrecto; 1 = correcto,,,,,research/linking
external_PostQ9,external.PostQ9,Post-test item 9,Son test maddesi 9,Ítem 9 del postest,external,External instruments,raw,instrument,integer,"0 = wrong, 1 = right",0 = wrong; 1 = right,0 = yanlış; 1 = doğru,0 = incorrecto; 1 = correcto,,,,,research/linking
external_PostQ10,external.PostQ10,Post-test item 10,Son test maddesi 10,Ítem 10 del postest,external,External instruments,raw,instrument,integer,"0 = wrong, 1 = right",0 = wrong; 1 = right,0 = yanlış; 1 = doğru,0 = incorrecto; 1 = correcto,,,,,research/linking
external_PostQ11,external.PostQ11,Post-test item 11,Son test maddesi 11,Ítem 11 del postest,external,External instruments,raw,instrument,integer,"0 = wrong, 1 = right",0 = wrong; 1 = right,0 = yanlış; 1 = doğru,0 = incorrecto; 1 = correcto,,,,,research/linking
external_PostQ12,external.PostQ12,Post-test item 12,Son test maddesi 12,Ítem 12 del postest,external,External instruments,raw,instrument,integer,"0 = wrong, 1 = right",0 = wrong; 1 = right,0 = yanlış; 1 = doğru,0 = incorrecto; 1 = correcto,,,,,research/linking
external_PostQ13,external.PostQ13,Post-test item 13,Son test maddesi 13,Ítem 13 del postest,external,External instruments,raw,instrument,integer,"0 = wrong, 1 = right",0 = wrong; 1 = right,0 = yanlış; 1 = doğru,0 = incorrecto; 1 = correcto,,,,,research/linking
